wdpaid,lc_2000,lc_2010,areakm2
10907,Shrubland,No data (2010),0.4824
10907,Shrubland,Cultivated land (2010),0.0018
10907,Shrubland,Forest (2010),100.9908
10907,Shrubland,Grassland (2010),468.5247
10907,Shrubland,Shrubland (2010),0.189
10907,Shrubland,Wetland (2010),0.3546
10907,Shrubland,Water (2010),15.642
10907,Water,No data (2010),0.0198
10907,Water,Forest (2010),3.8979
10907,Water,Grassland (2010),0.801
10907,Water,Shrubland (2010),0.0072
10907,Water,Wetland (2010),0.0126
10907,Water,Water (2010),54.5589
10907,Bare land,No data (2010),0.1602
10907,Bare land,Cultivated land (2010),0.0018
10907,Bare land,Forest (2010),54.4626
10907,Bare land,Grassland (2010),94.5873
10907,Bare land,Shrubland (2010),0.081
10907,Bare land,Wetland (2010),0.1917
10907,Bare land,Water (2010),6.9345
10908,Forest,Forest (2010),1216.1961
10908,Forest,Grassland (2010),55.2141
10908,Forest,Shrubland (2010),342.9927
10908,Forest,Wetland (2010),0.4149
10908,Forest,Water (2010),0.6543
10908,Forest,Bare land (2010),39.8052
10908,Grassland,Forest (2010),6.8571
10908,Grassland,Grassland (2010),306.8595
10908,Grassland,Shrubland (2010),51.75
10908,Grassland,Wetland (2010),0.1341
10908,Grassland,Water (2010),0.1485
10908,Grassland,Bare land (2010),7.38
10908,Shrubland,Forest (2010),6.3225
10908,Shrubland,Grassland (2010),290.1024
10908,Shrubland,Shrubland (2010),551.7216
10908,Shrubland,Wetland (2010),0.5283
10908,Shrubland,Water (2010),1.5903
10908,Shrubland,Bare land (2010),51.5295
10908,Wetland,Forest (2010),0.0792
10908,Wetland,Grassland (2010),0.5634
10908,Wetland,Shrubland (2010),0.0468
10908,Wetland,Wetland (2010),2.8647
10908,Wetland,Water (2010),0.5355
10908,Water,Forest (2010),0.8964
10908,Water,Grassland (2010),0.1926
10908,Water,Shrubland (2010),2.5101
10908,Water,Wetland (2010),0.3357
10908,Water,Water (2010),24.3774
10908,Water,Bare land (2010),0.6084
10908,Bare land,Forest (2010),0.0981
10908,Bare land,Grassland (2010),31.0896
10908,Bare land,Shrubland (2010),4.2165
10908,Bare land,Wetland (2010),0.0054
10908,Bare land,Water (2010),0.1296
10908,Bare land,Bare land (2010),27.4266
12202,Cultivated land,Forest (2010),0.0783
12202,Cultivated land,Grassland (2010),0.0279
12202,Cultivated land,Wetland (2010),0.0018
12202,Forest,Cultivated land (2010),0.0126
12202,Forest,Forest (2010),3664.3698
12202,Forest,Grassland (2010),4.3956
12202,Forest,Shrubland (2010),0.6111
12202,Forest,Wetland (2010),0.0495
12202,Forest,Water (2010),0.5076
12202,Forest,Bare land (2010),0.0414
12202,Ocean,Forest (2010),0.0063
12202,Grassland,Forest (2010),4.104
12202,Grassland,Grassland (2010),9.6957
12202,Grassland,Shrubland (2010),0.0396
12202,Grassland,Wetland (2010),0.0027
12202,Grassland,Water (2010),0.0153
12202,Grassland,Bare land (2010),0.0009
12202,Shrubland,Forest (2010),0.6174
12202,Shrubland,Grassland (2010),0.0603
12202,Shrubland,Shrubland (2010),3.0825
12202,Wetland,Forest (2010),0.054
12202,Wetland,Grassland (2010),0.0054
12202,Wetland,Wetland (2010),0.0153
12202,Wetland,Water (2010),0.0009
12202,Water,Forest (2010),3.2913
12202,Water,Grassland (2010),0.0972
12202,Water,Wetland (2010),0.0009
12202,Water,Water (2010),0.4347
12202,Water,Bare land (2010),0.0081
12202,Artificial land,Forest (2010),0.0018
12202,Bare land,Forest (2010),0.0243
12202,Bare land,Grassland (2010),0.0009
12202,Bare land,Water (2010),0.0018
12202,Bare land,Bare land (2010),0.3024
12203,Cultivated land,Cultivated land (2010),1.7388
12203,Cultivated land,Forest (2010),0.0909
12203,Cultivated land,Grassland (2010),0.0027
12203,Cultivated land,Shrubland (2010),0.0054
12203,Cultivated land,Water (2010),0.099
12203,Forest,No data (2010),0.0225
12203,Forest,Cultivated land (2010),0.2673
12203,Forest,Forest (2010),1610.3178
12203,Forest,Grassland (2010),4.8978
12203,Forest,Shrubland (2010),3.3561
12203,Forest,Wetland (2010),0.1368
12203,Forest,Water (2010),1.1277
12203,Forest,Artificial land (2010),0.0162
12203,Grassland,Cultivated land (2010),0.5607
12203,Grassland,Forest (2010),2.0295
12203,Grassland,Grassland (2010),6.5511
12203,Grassland,Shrubland (2010),0.1449
12203,Grassland,Wetland (2010),0.0135
12203,Grassland,Water (2010),0.3078
12203,Grassland,Artificial land (2010),0.0027
12203,Shrubland,Cultivated land (2010),0.0603
12203,Shrubland,Forest (2010),2.9835
12203,Shrubland,Grassland (2010),0.2538
12203,Shrubland,Shrubland (2010),3.2823
12203,Shrubland,Wetland (2010),0.0198
12203,Shrubland,Water (2010),0.0333
12203,Wetland,Forest (2010),0.4743
12203,Wetland,Grassland (2010),0.4446
12203,Wetland,Shrubland (2010),0.0054
12203,Wetland,Wetland (2010),0.3672
12203,Wetland,Water (2010),0.2385
12203,Water,Cultivated land (2010),0.0891
12203,Water,Forest (2010),6.7401
12203,Water,Grassland (2010),0.3564
12203,Water,Shrubland (2010),0.5922
12203,Water,Wetland (2010),0.5265
12203,Water,Water (2010),69.5304
12203,Artificial land,Forest (2010),0.0351
12203,Artificial land,Shrubland (2010),0.0081
12203,Artificial land,Artificial land (2010),0.0657
12206,Cultivated land,Cultivated land (2010),0.0099
12206,Forest,Cultivated land (2010),0.0144
12206,Forest,Forest (2010),24.3153
12206,Forest,Grassland (2010),5.4009
12206,Forest,Shrubland (2010),7.1523
12206,Grassland,Forest (2010),0.0675
12206,Grassland,Grassland (2010),0.1764
12206,Grassland,Shrubland (2010),0.0774
12206,Shrubland,Forest (2010),0.0063
12206,Shrubland,Grassland (2010),0.0063
12206,Shrubland,Shrubland (2010),0.0252
12207,Cultivated land,Cultivated land (2010),0.2637
12207,Cultivated land,Grassland (2010),0.0018
12207,Ocean,Ocean (2010),0.9864
12207,Ocean,Grassland (2010),0.0162
12207,Grassland,Ocean (2010),0.0054
12207,Grassland,Grassland (2010),0.4464
12207,Bare land,Bare land (2010),0.4518
12209,Cultivated land,Cultivated land (2010),0.8289
12209,Cultivated land,Forest (2010),0.0423
12209,Cultivated land,Shrubland (2010),0.0018
12209,Forest,Cultivated land (2010),0.0342
12209,Forest,Forest (2010),2.871
12209,Forest,Shrubland (2010),0.0171
12209,Shrubland,Cultivated land (2010),0.0099
12209,Shrubland,Forest (2010),0.0063
12209,Shrubland,Shrubland (2010),0.3186
12896,Forest,Forest (2010),29.2437
12896,Forest,Ocean (2010),0.0405
12896,Ocean,Forest (2010),1.2051
12896,Ocean,Ocean (2010),10.7676
14177,Cultivated land,Cultivated land (2010),2.7567
14177,Forest,Forest (2010),0.0972
14177,Grassland,Grassland (2010),0.1296
14177,Shrubland,Shrubland (2010),0.0423
14177,Wetland,Wetland (2010),813.1779
14177,Water,Water (2010),222.2424
14177,Artificial land,Artificial land (2010),0.0252
14177,Bare land,Bare land (2010),0.0351
16791,Cultivated land,Cultivated land (2010),0.4392
16791,Forest,Cultivated land (2010),0.0396
16791,Forest,Forest (2010),95.58
16791,Forest,Water (2010),0.0063
16791,Water,Forest (2010),0.0567
16791,Water,Water (2010),0.0036
16792,Cultivated land,Cultivated land (2010),0.2259
16792,Cultivated land,Forest (2010),0.0045
16792,Cultivated land,Grassland (2010),0.351
16792,Cultivated land,Shrubland (2010),0.9468
16792,Cultivated land,Wetland (2010),0.1026
16792,Forest,Cultivated land (2010),0.0018
16792,Forest,Forest (2010),3125.502
16792,Forest,Grassland (2010),684.3294
16792,Forest,Shrubland (2010),119.6604
16792,Forest,Wetland (2010),3.0699
16792,Forest,Water (2010),0.0405
16792,Grassland,Cultivated land (2010),0.1251
16792,Grassland,Forest (2010),600.3738
16792,Grassland,Grassland (2010),7236.1017
16792,Grassland,Shrubland (2010),2796.2586
16792,Grassland,Wetland (2010),39.0186
16792,Grassland,Water (2010),0.3555
16792,Shrubland,Cultivated land (2010),0.2952
16792,Shrubland,Forest (2010),72.2277
16792,Shrubland,Grassland (2010),2085.1848
16792,Shrubland,Shrubland (2010),1539.198
16792,Shrubland,Wetland (2010),7.848
16792,Shrubland,Water (2010),0.2385
16792,Wetland,Forest (2010),9.4239
16792,Wetland,Grassland (2010),178.983
16792,Wetland,Shrubland (2010),26.0694
16792,Wetland,Wetland (2010),180.4671
16792,Wetland,Water (2010),0.0117
16792,Water,Forest (2010),0.2619
16792,Water,Grassland (2010),3.7107
16792,Water,Shrubland (2010),1.8558
16792,Water,Wetland (2010),11.6829
16792,Water,Water (2010),0.2457
16792,Artificial land,Grassland (2010),0.0297
16792,Artificial land,Shrubland (2010),0.0963
16792,Bare land,Forest (2010),0.0333
16792,Bare land,Grassland (2010),11.9538
16792,Bare land,Shrubland (2010),4.6989
16792,Bare land,Wetland (2010),0.3258
16793,Permanent ice or snow,Permanent ice or snow (2010),327.4047
16793,Permanent ice or snow,Forest (2010),0.1944
16793,Permanent ice or snow,Grassland (2010),0.4464
16793,Permanent ice or snow,Shrubland (2010),0.1512
16793,Permanent ice or snow,Bare land (2010),3.8997
16793,Forest,Permanent ice or snow (2010),0.1845
16793,Forest,Forest (2010),21.6216
16793,Forest,Grassland (2010),1.9368
16793,Forest,Shrubland (2010),1.314
16793,Forest,Bare land (2010),0.3672
16793,Grassland,Permanent ice or snow (2010),0.6741
16793,Grassland,Forest (2010),4.68
16793,Grassland,Grassland (2010),91.3464
16793,Grassland,Shrubland (2010),10.8216
16793,Grassland,Water (2010),0.0027
16793,Grassland,Bare land (2010),58.2543
16793,Shrubland,Permanent ice or snow (2010),0.0657
16793,Shrubland,Forest (2010),3.807
16793,Shrubland,Grassland (2010),8.4681
16793,Shrubland,Shrubland (2010),15.6204
16793,Shrubland,Bare land (2010),5.0913
16793,Water,Water (2010),0.0063
16793,Water,Bare land (2010),0.0045
16793,Bare land,Permanent ice or snow (2010),3.6081
16793,Bare land,Forest (2010),27.5877
16793,Bare land,Grassland (2010),5.8509
16793,Bare land,Shrubland (2010),5.1282
16793,Bare land,Water (2010),0.0036
16793,Bare land,Bare land (2010),139.2408
17050,Cultivated land,Cultivated land (2010),109.0737
17050,Cultivated land,Forest (2010),0.0009
17050,Cultivated land,Water (2010),1.0818
17050,Cultivated land,Artificial land (2010),10.4175
17050,Forest,Cultivated land (2010),0.0135
17050,Forest,Forest (2010),97.9641
17050,Forest,Grassland (2010),6.732
17050,Forest,Water (2010),0.0063
17050,Forest,Artificial land (2010),0.0126
17050,Grassland,Cultivated land (2010),0.0531
17050,Grassland,Forest (2010),6.867
17050,Grassland,Grassland (2010),17.7246
17050,Grassland,Water (2010),0.009
17050,Grassland,Artificial land (2010),0.2268
17050,Water,Cultivated land (2010),0.2007
17050,Water,Forest (2010),0.0855
17050,Water,Grassland (2010),0.0693
17050,Water,Water (2010),2.4156
17050,Water,Artificial land (2010),0.0234
17050,Artificial land,Cultivated land (2010),0.6318
17050,Artificial land,Forest (2010),0.0225
17050,Artificial land,Grassland (2010),0.0621
17050,Artificial land,Water (2010),0.0153
17050,Artificial land,Artificial land (2010),15.9579
17757,Cultivated land,Cultivated land (2010),3.0825
17757,Cultivated land,Forest (2010),1.782
17757,Cultivated land,Grassland (2010),1.917
17757,Cultivated land,Shrubland (2010),0.0045
17757,Cultivated land,Wetland (2010),0.0549
17757,Cultivated land,Water (2010),0.0531
17757,Cultivated land,Artificial land (2010),0.0792
17757,Forest,Cultivated land (2010),3.9348
17757,Forest,Forest (2010),8603.4861
17757,Forest,Ocean (2010),0.5589
17757,Forest,Grassland (2010),30.5982
17757,Forest,Shrubland (2010),27.5688
17757,Forest,Wetland (2010),1.9332
17757,Forest,Water (2010),10.2789
17757,Forest,Artificial land (2010),0.099
17757,Forest,Bare land (2010),4.7088
17757,Ocean,Cultivated land (2010),0.0243
17757,Ocean,Forest (2010),0.27
17757,Ocean,Ocean (2010),10.7325
17757,Ocean,Grassland (2010),0.8604
17757,Ocean,Shrubland (2010),0.0702
17757,Ocean,Wetland (2010),0.5328
17757,Ocean,Water (2010),0.1242
17757,Ocean,Bare land (2010),0.0549
17757,Grassland,Cultivated land (2010),0.2763
17757,Grassland,Forest (2010),2.9997
17757,Grassland,Ocean (2010),0.0072
17757,Grassland,Grassland (2010),7.3746
17757,Grassland,Shrubland (2010),0.1737
17757,Grassland,Wetland (2010),0.0072
17757,Grassland,Water (2010),0.3879
17757,Grassland,Artificial land (2010),0.0018
17757,Grassland,Bare land (2010),0.0351
17757,Shrubland,Forest (2010),5.4486
17757,Shrubland,Ocean (2010),0.0153
17757,Shrubland,Grassland (2010),0.0378
17757,Shrubland,Shrubland (2010),0.648
17757,Shrubland,Water (2010),0.0189
17757,Shrubland,Artificial land (2010),0.0108
17757,Shrubland,Bare land (2010),0.2439
17757,Wetland,Cultivated land (2010),0.1602
17757,Wetland,Forest (2010),2.7162
17757,Wetland,Ocean (2010),0.2079
17757,Wetland,Grassland (2010),9.639
17757,Wetland,Shrubland (2010),0.0099
17757,Wetland,Wetland (2010),145.4067
17757,Wetland,Water (2010),3.1851
17757,Wetland,Artificial land (2010),0.0009
17757,Wetland,Bare land (2010),0.0828
17757,Water,Cultivated land (2010),0.0477
17757,Water,Forest (2010),3.8646
17757,Water,Ocean (2010),0.0072
17757,Water,Grassland (2010),4.2597
17757,Water,Shrubland (2010),0.1593
17757,Water,Wetland (2010),3.1689
17757,Water,Water (2010),24.4638
17757,Water,Bare land (2010),0.0342
17757,Bare land,Cultivated land (2010),0.0279
17757,Bare land,Forest (2010),1.8504
17757,Bare land,Ocean (2010),0.3555
17757,Bare land,Grassland (2010),0.1368
17757,Bare land,Shrubland (2010),3.7566
17757,Bare land,Wetland (2010),0.0207
17757,Bare land,Water (2010),1.3428
17757,Bare land,Bare land (2010),3.6711
17758,Forest,Forest (2010),5802.3603
17758,Forest,Wetland (2010),0.0936
17758,Forest,Water (2010),2.4921
17758,Forest,Artificial land (2010),0.0333
17758,Grassland,Forest (2010),0.081
17758,Wetland,Forest (2010),0.0657
17758,Wetland,Wetland (2010),0.8325
17758,Water,Forest (2010),1.6551
17758,Water,Water (2010),3.1059
17758,Artificial land,Forest (2010),0.0054
17758,Artificial land,Artificial land (2010),0.0063
17759,No data,Grassland (2010),0.0099
17759,Forest,No data (2010),0.0027
17759,Forest,Forest (2010),888.0561
17759,Forest,Ocean (2010),0.2772
17759,Forest,Grassland (2010),122.2983
17759,Forest,Shrubland (2010),16.0992
17759,Forest,Wetland (2010),3.5649
17759,Forest,Water (2010),0.5868
17759,Forest,Artificial land (2010),0.1053
17759,Forest,Bare land (2010),0.1386
17759,Ocean,Forest (2010),0.6606
17759,Ocean,Ocean (2010),19.4904
17759,Ocean,Grassland (2010),0.441
17759,Ocean,Shrubland (2010),0.0873
17759,Ocean,Wetland (2010),0.072
17759,Ocean,Water (2010),0.0018
17759,Ocean,Artificial land (2010),0.0396
17759,Ocean,Bare land (2010),0.0963
17759,Grassland,Forest (2010),6.2856
17759,Grassland,Ocean (2010),0.0378
17759,Grassland,Grassland (2010),434.3544
17759,Grassland,Shrubland (2010),5.2758
17759,Grassland,Wetland (2010),2.1906
17759,Grassland,Water (2010),0.6075
17759,Grassland,Artificial land (2010),0.0045
17759,Grassland,Bare land (2010),0.3096
17759,Shrubland,Forest (2010),0.3897
17759,Shrubland,Grassland (2010),3.2391
17759,Shrubland,Shrubland (2010),60.9408
17759,Shrubland,Wetland (2010),0.1089
17759,Shrubland,Water (2010),0.0189
17759,Shrubland,Artificial land (2010),0.0009
17759,Shrubland,Bare land (2010),1.3554
17759,Wetland,Forest (2010),1.0557
17759,Wetland,Grassland (2010),3.5379
17759,Wetland,Shrubland (2010),0.4986
17759,Wetland,Wetland (2010),29.4372
17759,Wetland,Water (2010),0.0126
17759,Water,Forest (2010),0.9576
17759,Water,Ocean (2010),0.1413
17759,Water,Grassland (2010),0.1161
17759,Water,Shrubland (2010),0.0918
17759,Water,Wetland (2010),0.2286
17759,Water,Water (2010),134.3358
17759,Water,Artificial land (2010),0.0072
17759,Water,Bare land (2010),0.0117
17759,Artificial land,Forest (2010),0.0054
17759,Artificial land,Ocean (2010),0.0036
17759,Artificial land,Grassland (2010),0.0162
17759,Artificial land,Shrubland (2010),0.0036
17759,Artificial land,Wetland (2010),0.0189
17759,Artificial land,Artificial land (2010),4.131
17759,Bare land,No data (2010),0.0018
17759,Bare land,Forest (2010),0.0477
17759,Bare land,Ocean (2010),0.0261
17759,Bare land,Grassland (2010),0.1674
17759,Bare land,Shrubland (2010),0.2178
17759,Bare land,Water (2010),0.0117
17759,Bare land,Artificial land (2010),0.0036
17759,Bare land,Bare land (2010),65.8953
17760,No data,Forest (2010),0.0054
17760,Forest,Forest (2010),16060.6593
17760,Forest,Grassland (2010),95.0742
17760,Forest,Shrubland (2010),16.5969
17760,Forest,Wetland (2010),6.5403
17760,Forest,Water (2010),28.1358
17760,Forest,Bare land (2010),40.4739
17760,Grassland,Forest (2010),4.4982
17760,Grassland,Grassland (2010),441.3663
17760,Grassland,Shrubland (2010),4.4685
17760,Grassland,Wetland (2010),0.09
17760,Grassland,Water (2010),1.6146
17760,Grassland,Bare land (2010),0.0603
17760,Shrubland,Forest (2010),16.3431
17760,Shrubland,Grassland (2010),1.2573
17760,Shrubland,Shrubland (2010),261.27
17760,Shrubland,Water (2010),0.2358
17760,Shrubland,Bare land (2010),0.0072
17760,Wetland,Forest (2010),7.0299
17760,Wetland,Grassland (2010),0.4329
17760,Wetland,Shrubland (2010),0.0792
17760,Wetland,Wetland (2010),0.2646
17760,Wetland,Water (2010),0.6381
17760,Wetland,Bare land (2010),1.2303
17760,Water,Forest (2010),13.0986
17760,Water,Grassland (2010),6.687
17760,Water,Shrubland (2010),0.0081
17760,Water,Wetland (2010),0.7857
17760,Water,Water (2010),79.9056
17760,Water,Bare land (2010),11.7297
17760,Bare land,Forest (2010),9.2889
17760,Bare land,Grassland (2010),0.3186
17760,Bare land,Wetland (2010),0.4464
17760,Bare land,Water (2010),0.6984
17760,Bare land,Bare land (2010),7.4349
17761,Permanent ice or snow,Grassland (2010),0.0333
17761,Permanent ice or snow,Shrubland (2010),5.2704
17761,Forest,Forest (2010),167.3289
17761,Forest,Grassland (2010),8.8632
17761,Forest,Shrubland (2010),486.3033
17761,Grassland,Forest (2010),0.0297
17761,Grassland,Grassland (2010),0.0522
17761,Grassland,Shrubland (2010),4.7691
17761,Shrubland,Forest (2010),0.1152
17761,Shrubland,Grassland (2010),0.2061
17761,Shrubland,Shrubland (2010),78.156
17761,Bare land,Shrubland (2010),0.0396
18337,Forest,Forest (2010),82.7217
18337,Forest,Ocean (2010),0.0459
18337,Forest,Grassland (2010),1.233
18337,Forest,Shrubland (2010),1.044
18337,Forest,Bare land (2010),28.8801
18337,Ocean,Forest (2010),0.0027
18337,Ocean,Ocean (2010),0.0657
18337,Ocean,Bare land (2010),0.0315
18337,Grassland,Forest (2010),0.4203
18337,Grassland,Grassland (2010),2.4363
18337,Grassland,Shrubland (2010),0.0999
18337,Grassland,Bare land (2010),0.0828
18337,Shrubland,Forest (2010),0.0792
18337,Shrubland,Grassland (2010),0.0945
18337,Shrubland,Shrubland (2010),12.0402
18337,Shrubland,Bare land (2010),0.7515
18337,Bare land,Forest (2010),9.378
18337,Bare land,Ocean (2010),0.0612
18337,Bare land,Grassland (2010),0.6048
18337,Bare land,Shrubland (2010),7.407
18337,Bare land,Bare land (2010),697.401
18862,Cultivated land,Cultivated land (2010),0.0144
18862,Cultivated land,Artificial land (2010),0.0081
18862,Forest,Cultivated land (2010),0.0126
18862,Forest,Forest (2010),2.5434
18862,Forest,Shrubland (2010),0.0126
18862,Forest,Artificial land (2010),0.0414
18862,Shrubland,Cultivated land (2010),0.0072
18862,Shrubland,Forest (2010),0.0108
18862,Shrubland,Shrubland (2010),0.018
18862,Artificial land,Artificial land (2010),0.063
18863,No data,Cultivated land (2010),0.0036
18863,No data,Forest (2010),0.0333
18863,Cultivated land,Cultivated land (2010),5.9625
18863,Cultivated land,Forest (2010),0.5328
18863,Cultivated land,Ocean (2010),0.0279
18863,Cultivated land,Water (2010),0.009
18863,Cultivated land,Artificial land (2010),0.1323
18863,Forest,No data (2010),0.0423
18863,Forest,Cultivated land (2010),0.45
18863,Forest,Forest (2010),235.566
18863,Forest,Ocean (2010),0.7686
18863,Forest,Grassland (2010),0.0144
18863,Forest,Shrubland (2010),0.5148
18863,Forest,Water (2010),0.0054
18863,Forest,Artificial land (2010),0.3015
18863,Forest,Bare land (2010),0.0756
18863,Ocean,Cultivated land (2010),0.099
18863,Ocean,Forest (2010),0.3465
18863,Ocean,Ocean (2010),12.843
18863,Ocean,Grassland (2010),0.0684
18863,Ocean,Shrubland (2010),0.1458
18863,Ocean,Artificial land (2010),0.0018
18863,Ocean,Bare land (2010),0.0198
18863,Grassland,Forest (2010),0.1251
18863,Grassland,Grassland (2010),2.7963
18863,Grassland,Shrubland (2010),0.0414
18863,Grassland,Artificial land (2010),0.0072
18863,Grassland,Bare land (2010),0.0306
18863,Shrubland,Cultivated land (2010),0.2628
18863,Shrubland,Forest (2010),58.0194
18863,Shrubland,Ocean (2010),0.279
18863,Shrubland,Grassland (2010),0.0702
18863,Shrubland,Shrubland (2010),25.4997
18863,Shrubland,Water (2010),0.0054
18863,Shrubland,Artificial land (2010),0.0198
18863,Shrubland,Bare land (2010),0.1125
18863,Artificial land,Cultivated land (2010),0.2016
18863,Artificial land,Forest (2010),0.2142
18863,Artificial land,Ocean (2010),0.0243
18863,Artificial land,Grassland (2010),0.0036
18863,Artificial land,Shrubland (2010),0.0306
18863,Artificial land,Artificial land (2010),1.5795
18863,Bare land,Forest (2010),0.1242
18863,Bare land,Ocean (2010),0.0045
18863,Bare land,Grassland (2010),0.0144
18863,Bare land,Shrubland (2010),0.1008
18863,Bare land,Bare land (2010),4.3776
20062,No data,Wetland (2010),0.0009
20062,Forest,Forest (2010),1715.3154
20062,Forest,Ocean (2010),1.5093
20062,Forest,Grassland (2010),432.4545
20062,Forest,Shrubland (2010),14.1696
20062,Forest,Wetland (2010),1.134
20062,Forest,Water (2010),1.746
20062,Forest,Artificial land (2010),0.5787
20062,Forest,Bare land (2010),0.0918
20062,Ocean,Forest (2010),4.1157
20062,Ocean,Ocean (2010),1514.2365
20062,Ocean,Grassland (2010),2.4201
20062,Ocean,Shrubland (2010),0.5814
20062,Ocean,Wetland (2010),0.4995
20062,Ocean,Water (2010),0.4698
20062,Grassland,Forest (2010),118.6506
20062,Grassland,Ocean (2010),0.0729
20062,Grassland,Grassland (2010),993.8268
20062,Grassland,Shrubland (2010),3.8808
20062,Grassland,Wetland (2010),1.6308
20062,Grassland,Water (2010),0.3024
20062,Grassland,Artificial land (2010),0.0135
20062,Grassland,Bare land (2010),0.0657
20062,Shrubland,Forest (2010),0.8829
20062,Shrubland,Ocean (2010),0.3996
20062,Shrubland,Grassland (2010),62.6103
20062,Shrubland,Shrubland (2010),0.2889
20062,Shrubland,Wetland (2010),0.117
20062,Shrubland,Water (2010),0.144
20062,Wetland,Forest (2010),29.7585
20062,Wetland,Ocean (2010),0.9495
20062,Wetland,Grassland (2010),14.1291
20062,Wetland,Shrubland (2010),9.0387
20062,Wetland,Wetland (2010),190.4958
20062,Wetland,Water (2010),2.7396
20062,Water,Forest (2010),1.7937
20062,Water,Ocean (2010),0.2385
20062,Water,Grassland (2010),7.0677
20062,Water,Shrubland (2010),0.3069
20062,Water,Wetland (2010),3.2085
20062,Water,Water (2010),156.3525
20062,Water,Artificial land (2010),0.0081
20062,Water,Bare land (2010),0.0774
20062,Artificial land,Forest (2010),0.5706
20062,Artificial land,Grassland (2010),0.0243
20062,Artificial land,Shrubland (2010),0.0045
20062,Artificial land,Water (2010),0.0027
20062,Artificial land,Artificial land (2010),1.9854
20062,Bare land,Forest (2010),1.1988
20062,Bare land,Ocean (2010),0.2448
20062,Bare land,Grassland (2010),3.2238
20062,Bare land,Shrubland (2010),0.1188
20062,Bare land,Wetland (2010),0.0081
20062,Bare land,Water (2010),2.9943
20062,Bare land,Bare land (2010),1.3311
20171,Cultivated land,Cultivated land (2010),1004.8599
20171,Cultivated land,Grassland (2010),9.4014
20171,Cultivated land,Shrubland (2010),0.0018
20171,Cultivated land,Artificial land (2010),0.9306
20171,Cultivated land,Bare land (2010),0.2358
20171,Grassland,Cultivated land (2010),6.9336
20171,Grassland,Grassland (2010),703.1007
20171,Grassland,Shrubland (2010),15.7968
20171,Grassland,Artificial land (2010),0.3384
20171,Grassland,Bare land (2010),71.9082
20171,Shrubland,Cultivated land (2010),0.1971
20171,Shrubland,Grassland (2010),324.2124
20171,Shrubland,Shrubland (2010),155.9313
20171,Shrubland,Artificial land (2010),0.3033
20171,Shrubland,Bare land (2010),6.9372
20171,Wetland,Grassland (2010),0.1521
20171,Water,Cultivated land (2010),0.0153
20171,Water,Grassland (2010),1.4337
20171,Water,Shrubland (2010),0.855
20171,Artificial land,Cultivated land (2010),0.8001
20171,Artificial land,Grassland (2010),0.6543
20171,Artificial land,Shrubland (2010),0.1602
20171,Artificial land,Artificial land (2010),10.2078
20171,Artificial land,Bare land (2010),0.0675
20171,Bare land,Cultivated land (2010),4.1085
20171,Bare land,Grassland (2010),834.6348
20171,Bare land,Shrubland (2010),77.9328
20171,Bare land,Artificial land (2010),0.4869
20171,Bare land,Bare land (2010),79.5033
20388,No data,Ocean (2010),1.6335
20388,No data,Grassland (2010),0.0117
20388,No data,Bare land (2010),0.8064
20388,Ocean,Ocean (2010),6027.8562
20388,Ocean,Grassland (2010),2.4813
20388,Ocean,Wetland (2010),0.0018
20388,Ocean,Water (2010),0.072
20388,Ocean,Bare land (2010),3.7512
20388,Grassland,Ocean (2010),3.8988
20388,Grassland,Grassland (2010),23.2191
20388,Grassland,Wetland (2010),0.2889
20388,Grassland,Bare land (2010),3.6891
20388,Shrubland,Ocean (2010),0.1431
20388,Shrubland,Grassland (2010),0.0027
20388,Wetland,Ocean (2010),360.9891
20388,Wetland,Grassland (2010),9.1656
20388,Wetland,Wetland (2010),0.0117
20388,Wetland,Bare land (2010),27.3366
20388,Water,Grassland (2010),0.0441
20388,Bare land,Ocean (2010),7.1172
20388,Bare land,Grassland (2010),414.2385
20388,Bare land,Wetland (2010),1.2204
20388,Bare land,Water (2010),0.2934
20388,Bare land,Bare land (2010),5161.5099
20399,Cultivated land,Cultivated land (2010),0.0909
20399,Cultivated land,Forest (2010),0.0774
20399,Cultivated land,Grassland (2010),0.1755
20399,Cultivated land,Shrubland (2010),0.0252
20399,Cultivated land,Water (2010),0.0108
20399,Cultivated land,Artificial land (2010),0.009
20399,Forest,Cultivated land (2010),0.0387
20399,Forest,Forest (2010),14.8896
20399,Forest,Grassland (2010),4.0113
20399,Forest,Shrubland (2010),2.2518
20399,Forest,Water (2010),0.1404
20399,Forest,Artificial land (2010),0.0054
20399,Grassland,Cultivated land (2010),0.3438
20399,Grassland,Forest (2010),3.6702
20399,Grassland,Grassland (2010),16.9065
20399,Grassland,Shrubland (2010),6.7293
20399,Grassland,Water (2010),0.0819
20399,Grassland,Artificial land (2010),0.0162
20399,Shrubland,Cultivated land (2010),0.045
20399,Shrubland,Forest (2010),3.546
20399,Shrubland,Grassland (2010),4.2876
20399,Shrubland,Shrubland (2010),2.9934
20399,Shrubland,Water (2010),1.5084
20399,Shrubland,Artificial land (2010),0.0036
20399,Wetland,Cultivated land (2010),0.0054
20399,Wetland,Forest (2010),1.7118
20399,Wetland,Grassland (2010),0.441
20399,Wetland,Shrubland (2010),1.0242
20399,Wetland,Water (2010),2.2275
20399,Water,Cultivated land (2010),0.0081
20399,Water,Forest (2010),0.0306
20399,Water,Grassland (2010),0.0108
20399,Water,Shrubland (2010),0.3807
