wdpaid,lc_2000,lc_2010,areakm2
198297,Cultivated land,Cultivated land (2010),3.7647
198297,Cultivated land,Forest (2010),0.0234
198297,Cultivated land,Wetland (2010),0.0135
198297,Forest,Cultivated land (2010),0.1449
198297,Forest,Forest (2010),174.7368
198297,Forest,Ocean (2010),0.0027
198297,Forest,Grassland (2010),0.0099
198297,Forest,Wetland (2010),0.0801
198297,Forest,Water (2010),0.0045
198297,Ocean,Forest (2010),0.1899
198297,Ocean,Ocean (2010),60.3837
198297,Ocean,Grassland (2010),0.2205
198297,Ocean,Wetland (2010),0.1611
198297,Ocean,Water (2010),0.0009
198297,Ocean,Bare land (2010),0.0009
198297,Grassland,Forest (2010),0.1557
198297,Grassland,Ocean (2010),0.0009
198297,Grassland,Grassland (2010),59.5233
198297,Grassland,Wetland (2010),1.6191
198297,Grassland,Bare land (2010),0.0063
198297,Shrubland,Shrubland (2010),0.0864
198297,Shrubland,Wetland (2010),0.0063
198297,Wetland,Forest (2010),0.0882
198297,Wetland,Ocean (2010),0.0045
198297,Wetland,Grassland (2010),0.441
198297,Wetland,Shrubland (2010),0.0063
198297,Wetland,Wetland (2010),8.424
198297,Wetland,Water (2010),0.4545
198297,Wetland,Bare land (2010),0.0279
198297,Water,Forest (2010),0.0018
198297,Water,Grassland (2010),0.0063
198297,Water,Wetland (2010),0.4671
198297,Water,Water (2010),3.6306
198297,Artificial land,Artificial land (2010),0.1539
198297,Bare land,Forest (2010),0.0009
198297,Bare land,Wetland (2010),0.1809
198297,Bare land,Bare land (2010),10.08
198298,No data,Forest (2010),0.0594
198298,No data,Wetland (2010),0.0099
198298,No data,Water (2010),0.0027
198298,Forest,No data (2010),1.2213
198298,Forest,Forest (2010),19476.4662
198298,Forest,Ocean (2010),0.1836
198298,Forest,Grassland (2010),27.9738
198298,Forest,Wetland (2010),11.9925
198298,Forest,Water (2010),5.5521
198298,Forest,Artificial land (2010),0.0036
198298,Ocean,Forest (2010),0.0144
198298,Ocean,Ocean (2010),1741.2723
198298,Ocean,Grassland (2010),0.0243
198298,Ocean,Wetland (2010),3.0942
198298,Ocean,Water (2010),24.0057
198298,Grassland,No data (2010),0.018
198298,Grassland,Forest (2010),28.0269
198298,Grassland,Ocean (2010),0.0729
198298,Grassland,Grassland (2010),211.3326
198298,Grassland,Wetland (2010),0.4284
198298,Grassland,Water (2010),0.0999
198298,Wetland,Forest (2010),11.799
198298,Wetland,Ocean (2010),1.1097
198298,Wetland,Grassland (2010),0.504
198298,Wetland,Wetland (2010),1879.2009
198298,Wetland,Water (2010),14.652
198298,Water,No data (2010),0.0117
198298,Water,Forest (2010),2.7036
198298,Water,Ocean (2010),0.1386
198298,Water,Grassland (2010),0.0441
198298,Water,Wetland (2010),6.6312
198298,Water,Water (2010),362.0826
198298,Artificial land,Forest (2010),0.0108
198298,Artificial land,Grassland (2010),0.0243
198298,Artificial land,Artificial land (2010),0.0909
198299,Cultivated land,Cultivated land (2010),0.5841
198299,Forest,Forest (2010),56.3742
198299,Ocean,Ocean (2010),2.4012
198299,Grassland,Grassland (2010),0.1512
198299,Wetland,Wetland (2010),0.3915
198299,Water,No data (2010),0.0036
198299,Water,Forest (2010),0.0027
198300,Cultivated land,Cultivated land (2010),3.3417
198300,Forest,Cultivated land (2010),0.1359
198300,Forest,Forest (2010),133.4313
198300,Forest,Ocean (2010),0.0234
198300,Forest,Grassland (2010),4.1256
198300,Ocean,Forest (2010),0.0009
198300,Ocean,Ocean (2010),0.1323
198300,Grassland,Cultivated land (2010),0.0072
198300,Grassland,Forest (2010),7.8408
198300,Grassland,Ocean (2010),0.0333
198300,Grassland,Grassland (2010),1.4067
198301,Cultivated land,Forest (2010),0.2079
198301,Cultivated land,Grassland (2010),0.2871
198301,Cultivated land,Water (2010),0.0054
198301,Cultivated land,Artificial land (2010),0.126
198301,Permanent ice or snow,Permanent ice or snow (2010),31.5279
198301,Permanent ice or snow,Forest (2010),0.1089
198301,Permanent ice or snow,Grassland (2010),3.1059
198301,Forest,Permanent ice or snow (2010),0.0207
198301,Forest,Forest (2010),2083.2885
198301,Forest,Water (2010),0.243
198301,Forest,Artificial land (2010),0.0045
198301,Grassland,Cultivated land (2010),0.0054
198301,Grassland,Permanent ice or snow (2010),2.3229
198301,Grassland,Grassland (2010),754.0182
198301,Grassland,Water (2010),0.3699
198301,Grassland,Artificial land (2010),0.0009
198301,Water,Cultivated land (2010),0.0216
198301,Water,Forest (2010),0.5247
198301,Water,Grassland (2010),0.7317
198301,Water,Water (2010),1.2231
198301,Artificial land,Artificial land (2010),0.0099
198302,Cultivated land,Cultivated land (2010),0.3744
198302,Cultivated land,Forest (2010),0.6669
198302,Cultivated land,Grassland (2010),4.0743
198302,Cultivated land,Wetland (2010),0.0045
198302,Cultivated land,Water (2010),0.0018
198302,Cultivated land,Bare land (2010),0.1728
198302,Forest,Cultivated land (2010),3.276
198302,Forest,Forest (2010),341.0046
198302,Forest,Ocean (2010),0.0432
198302,Forest,Grassland (2010),154.0764
198302,Forest,Wetland (2010),0.4032
198302,Forest,Water (2010),0.1674
198302,Forest,Artificial land (2010),0.0603
198302,Forest,Bare land (2010),3.1959
198302,Ocean,Forest (2010),0.0585
198302,Ocean,Ocean (2010),881.3934
198302,Ocean,Grassland (2010),1.4958
198302,Ocean,Water (2010),0.0027
198302,Ocean,Bare land (2010),0.612
198302,Grassland,Cultivated land (2010),2.0493
198302,Grassland,Forest (2010),65.8953
198302,Grassland,Ocean (2010),0.1539
198302,Grassland,Grassland (2010),378.9288
198302,Grassland,Wetland (2010),0.5256
198302,Grassland,Water (2010),0.3069
198302,Grassland,Artificial land (2010),0.0171
198302,Grassland,Bare land (2010),1.3671
198302,Wetland,Cultivated land (2010),0.0045
198302,Wetland,Forest (2010),1.8279
198302,Wetland,Grassland (2010),16.8678
198302,Wetland,Wetland (2010),188.7255
198302,Wetland,Water (2010),0.1143
198302,Wetland,Bare land (2010),0.0009
198302,Water,Cultivated land (2010),0.1926
198302,Water,Forest (2010),43.6212
198302,Water,Ocean (2010),0.0054
198302,Water,Grassland (2010),44.6553
198302,Water,Wetland (2010),28.5291
198302,Water,Water (2010),323.3304
198302,Water,Bare land (2010),1.665
198302,Artificial land,Forest (2010),0.0351
198302,Artificial land,Grassland (2010),0.0261
198302,Artificial land,Artificial land (2010),0.8145
198302,Bare land,Cultivated land (2010),0.0927
198302,Bare land,Forest (2010),2.0781
198302,Bare land,Ocean (2010),3.5406
198302,Bare land,Grassland (2010),9.5535
198302,Bare land,Wetland (2010),0.1242
198302,Bare land,Water (2010),0.1773
198302,Bare land,Bare land (2010),12.5613
198303,Forest,Cultivated land (2010),0.0009
198303,Forest,Forest (2010),0.0036
198303,Forest,Ocean (2010),0.0216
198303,Ocean,Cultivated land (2010),0.0612
198303,Ocean,Ocean (2010),86.6142
198303,Ocean,Shrubland (2010),0.117
198303,Ocean,Artificial land (2010),0.2736
198303,Ocean,Bare land (2010),0.036
198303,Grassland,Cultivated land (2010),0.0153
198303,Grassland,Ocean (2010),0.0018
198303,Grassland,Grassland (2010),0.0288
198303,Grassland,Shrubland (2010),0.0126
198303,Grassland,Artificial land (2010),0.1503
198303,Grassland,Bare land (2010),0.0153
198303,Shrubland,Ocean (2010),0.18
198303,Shrubland,Shrubland (2010),1.4661
198303,Shrubland,Water (2010),0.0135
198303,Shrubland,Artificial land (2010),0.0927
198303,Water,Shrubland (2010),0.0108
198303,Water,Water (2010),0.0504
198303,Bare land,Ocean (2010),0.0477
198303,Bare land,Shrubland (2010),0.0054
198303,Bare land,Bare land (2010),0.1134
220291,Grassland,Grassland (2010),880.4106
220291,Grassland,Shrubland (2010),18.8964
220291,Grassland,Bare land (2010),11.5137
220291,Shrubland,Grassland (2010),398.2113
220291,Shrubland,Shrubland (2010),1379.8854
220291,Shrubland,Bare land (2010),0.153
220291,Water,Shrubland (2010),0.0063
220291,Bare land,Grassland (2010),0.3564
220291,Bare land,Shrubland (2010),42.5772
220291,Bare land,Bare land (2010),7.7103
220292,Cultivated land,Cultivated land (2010),1.3986
220292,Forest,Forest (2010),725.9139
220292,Forest,Grassland (2010),4.5171
220292,Forest,Bare land (2010),1.3905
220292,Grassland,Forest (2010),4.5198
220292,Grassland,Grassland (2010),10.2501
220292,Grassland,Bare land (2010),0.8379
220292,Water,Forest (2010),0.009
220292,Water,Grassland (2010),0.0009
220292,Bare land,Forest (2010),1.4193
220292,Bare land,Grassland (2010),0.81
220292,Bare land,Bare land (2010),14.0373
220293,Forest,Forest (2010),523.899
220293,Forest,Grassland (2010),0.3951
220293,Forest,Water (2010),0.0414
220293,Forest,Artificial land (2010),0.0252
220293,Grassland,Forest (2010),0.3861
220293,Grassland,Grassland (2010),0.3438
220293,Grassland,Water (2010),0.0009
220293,Grassland,Artificial land (2010),0.0315
220294,Cultivated land,Cultivated land (2010),0.2556
220294,Cultivated land,Forest (2010),0.2259
220294,Cultivated land,Grassland (2010),3.8115
220294,Cultivated land,Shrubland (2010),0.0018
220294,Cultivated land,Wetland (2010),0.5436
220294,Cultivated land,Water (2010),0.0027
220294,Cultivated land,Bare land (2010),0.0036
220294,Forest,No data (2010),0.0837
220294,Forest,Cultivated land (2010),19.9818
220294,Forest,Forest (2010),10251.9927
220294,Forest,Grassland (2010),31.005
220294,Forest,Shrubland (2010),0.2898
220294,Forest,Wetland (2010),0.4302
220294,Forest,Water (2010),0.783
220294,Forest,Artificial land (2010),0.1044
220294,Forest,Bare land (2010),0.0423
220294,Grassland,Cultivated land (2010),0.2097
220294,Grassland,Forest (2010),19.6398
220294,Grassland,Grassland (2010),59.5476
220294,Grassland,Shrubland (2010),0.0783
220294,Grassland,Wetland (2010),0.1224
220294,Grassland,Water (2010),0.0216
220294,Grassland,Bare land (2010),0.0072
220294,Shrubland,Forest (2010),0.5184
220294,Shrubland,Grassland (2010),0.0189
220294,Shrubland,Shrubland (2010),0.8244
220294,Wetland,Forest (2010),0.0954
220294,Wetland,Grassland (2010),1.3815
220294,Wetland,Wetland (2010),0.1395
220294,Wetland,Water (2010),0.0279
220294,Water,Forest (2010),2.9574
220294,Water,Grassland (2010),0.567
220294,Water,Shrubland (2010),0.0018
220294,Water,Wetland (2010),0.0063
220294,Water,Water (2010),0.7128
220294,Water,Bare land (2010),0.0018
220294,Artificial land,Forest (2010),0.0324
220294,Artificial land,Grassland (2010),0.0027
220294,Artificial land,Artificial land (2010),0.4248
220294,Bare land,Forest (2010),0.0333
220294,Bare land,Grassland (2010),0.0036
220294,Bare land,Bare land (2010),0.0909
220295,No data,Forest (2010),0.2196
220295,No data,Shrubland (2010),0.0009
220295,Cultivated land,Cultivated land (2010),1.0836
220295,Cultivated land,Forest (2010),0.0189
220295,Cultivated land,Grassland (2010),0.7002
220295,Cultivated land,Shrubland (2010),0.6039
220295,Cultivated land,Wetland (2010),0.0009
220295,Forest,Cultivated land (2010),0.1494
220295,Forest,Forest (2010),11819.5641
220295,Forest,Grassland (2010),74.7963
220295,Forest,Shrubland (2010),52.2243
220295,Forest,Wetland (2010),30.834
220295,Forest,Water (2010),0.3969
220295,Forest,Artificial land (2010),0.0369
220295,Grassland,Cultivated land (2010),0.2286
220295,Grassland,Forest (2010),609.4944
220295,Grassland,Grassland (2010),1778.8347
220295,Grassland,Shrubland (2010),67.1868
220295,Grassland,Wetland (2010),8.9397
220295,Grassland,Water (2010),0.2385
220295,Grassland,Artificial land (2010),0.0117
220295,Shrubland,Cultivated land (2010),0.0135
220295,Shrubland,Forest (2010),74.7693
220295,Shrubland,Grassland (2010),168.6798
220295,Shrubland,Shrubland (2010),602.8839
220295,Shrubland,Wetland (2010),26.5383
220295,Shrubland,Water (2010),0.2817
220295,Wetland,Forest (2010),47.6433
220295,Wetland,Grassland (2010),0.8298
220295,Wetland,Shrubland (2010),8.0676
220295,Wetland,Wetland (2010),697.3893
220295,Wetland,Water (2010),7.0317
220295,Wetland,Artificial land (2010),0.0009
220295,Water,Forest (2010),9.3834
220295,Water,Grassland (2010),0.0936
220295,Water,Shrubland (2010),0.3402
220295,Water,Wetland (2010),7.1667
220295,Water,Water (2010),76.1688
220295,Water,Artificial land (2010),0.0099
220295,Artificial land,Forest (2010),0.1746
220295,Artificial land,Grassland (2010),0.1926
220295,Artificial land,Wetland (2010),0.0027
220295,Artificial land,Artificial land (2010),0.8046
220296,Cultivated land,Cultivated land (2010),0.1161
220296,Cultivated land,Forest (2010),0.3015
220296,Cultivated land,Grassland (2010),0.0054
220296,Cultivated land,Shrubland (2010),0.0261
220296,Forest,Cultivated land (2010),0.3771
220296,Forest,Forest (2010),44007.5691
220296,Forest,Grassland (2010),161.352
220296,Forest,Shrubland (2010),8.1369
220296,Forest,Wetland (2010),620.3727
220296,Forest,Water (2010),5.8266
220296,Forest,Artificial land (2010),0.2016
220296,Grassland,Forest (2010),0.0918
220296,Grassland,Grassland (2010),0.495
220296,Grassland,Wetland (2010),0.4104
220296,Grassland,Water (2010),0.3573
220296,Shrubland,Cultivated land (2010),0.0369
220296,Shrubland,Forest (2010),0.4878
220296,Shrubland,Grassland (2010),0.0198
220296,Shrubland,Shrubland (2010),0.0009
220296,Shrubland,Wetland (2010),1.161
220296,Shrubland,Water (2010),0.7569
220296,Wetland,Forest (2010),548.703
220296,Wetland,Grassland (2010),47.5992
220296,Wetland,Shrubland (2010),0.2421
220296,Wetland,Wetland (2010),3342.5505
220296,Wetland,Water (2010),66.8952
220296,Water,Forest (2010),8.2917
220296,Water,Grassland (2010),0.2079
220296,Water,Shrubland (2010),0.1116
220296,Water,Wetland (2010),170.4042
220296,Water,Water (2010),1958.1813
220296,Water,Artificial land (2010),0.0135
220296,Artificial land,Forest (2010),0.0009
220296,Artificial land,Wetland (2010),0.0018
220296,Artificial land,Artificial land (2010),0.2934
220297,No data,Forest (2010),0.1026
220297,No data,Shrubland (2010),0.0027
220297,Forest,Forest (2010),142.9434
220297,Forest,Grassland (2010),0.1944
220297,Forest,Shrubland (2010),7.299
220297,Forest,Wetland (2010),2.3292
220297,Forest,Water (2010),0.2574
220297,Grassland,Forest (2010),0.8685
220297,Grassland,Grassland (2010),34.2594
220297,Grassland,Shrubland (2010),3.375
220297,Grassland,Wetland (2010),0.3114
220297,Shrubland,Forest (2010),30.222
220297,Shrubland,Grassland (2010),21.1536
220297,Shrubland,Shrubland (2010),71.1864
220297,Shrubland,Wetland (2010),8.0676
220297,Shrubland,Water (2010),0.5247
220297,Wetland,Forest (2010),2.7756
220297,Wetland,Grassland (2010),0.252
220297,Wetland,Shrubland (2010),4.6341
220297,Wetland,Wetland (2010),1353.087
220297,Wetland,Water (2010),20.9439
220297,Water,Forest (2010),0.3042
220297,Water,Grassland (2010),0.0108
220297,Water,Shrubland (2010),1.2384
220297,Water,Wetland (2010),72.2547
220297,Water,Water (2010),200.853
220297,Bare land,Forest (2010),0.1467
220297,Bare land,Grassland (2010),0.6039
220297,Bare land,Shrubland (2010),0.1341
220298,Forest,Forest (2010),16068.8871
220298,Forest,Grassland (2010),0.9891
220298,Forest,Wetland (2010),9.5157
220298,Forest,Water (2010),8.271
220298,Grassland,Forest (2010),0.7092
220298,Grassland,Grassland (2010),1.3293
220298,Grassland,Artificial land (2010),0.0279
220298,Wetland,Forest (2010),14.9148
220298,Wetland,Wetland (2010),1.2771
220298,Wetland,Water (2010),0.99
220298,Water,Forest (2010),13.0392
220298,Water,Wetland (2010),1.9071
220298,Water,Water (2010),33.6726
220298,Artificial land,Forest (2010),0.0108
220298,Artificial land,Grassland (2010),0.0279
220298,Artificial land,Artificial land (2010),0.0288
478637,Cultivated land,Cultivated land (2010),86.6394
478637,Cultivated land,Grassland (2010),0.1611
478637,Cultivated land,Water (2010),0.0126
478637,Cultivated land,Artificial land (2010),0.0999
478637,Grassland,Cultivated land (2010),0.1791
478637,Grassland,Grassland (2010),3.1185
478637,Grassland,Shrubland (2010),0.0009
478637,Shrubland,Cultivated land (2010),0.0009
478637,Water,Cultivated land (2010),0.0126
478637,Artificial land,Cultivated land (2010),0.0927
478637,Artificial land,Artificial land (2010),1.8135
478638,No data,Cultivated land (2010),0.3312
478638,No data,Ocean (2010),16.1451
478638,No data,Wetland (2010),0.0459
478638,No data,Water (2010),14.8788
478638,Cultivated land,Cultivated land (2010),60.039
478638,Cultivated land,Forest (2010),2.9106
478638,Cultivated land,Ocean (2010),2.286
478638,Cultivated land,Grassland (2010),1.1277
478638,Cultivated land,Shrubland (2010),0.09
478638,Cultivated land,Wetland (2010),21.1707
478638,Cultivated land,Water (2010),0.0432
478638,Cultivated land,Artificial land (2010),0.8595
478638,Cultivated land,Bare land (2010),0.8064
478638,Forest,Cultivated land (2010),0.4797
478638,Forest,Forest (2010),13.9788
478638,Forest,Ocean (2010),0.0162
478638,Forest,Shrubland (2010),0.2124
478638,Forest,Wetland (2010),0.0333
478638,Forest,Water (2010),0.0009
478638,Forest,Artificial land (2010),0.1179
478638,Forest,Bare land (2010),0.0117
478638,Ocean,No data (2010),0.4986
478638,Ocean,Cultivated land (2010),31.833
478638,Ocean,Forest (2010),0.0972
478638,Ocean,Ocean (2010),8639.469
478638,Ocean,Grassland (2010),1.269
478638,Ocean,Shrubland (2010),0.0234
478638,Ocean,Wetland (2010),100.017
478638,Ocean,Water (2010),1877.8707
478638,Ocean,Artificial land (2010),0.5112
478638,Ocean,Bare land (2010),8.6472
478638,Grassland,No data (2010),0.0099
478638,Grassland,Cultivated land (2010),1.3149
478638,Grassland,Forest (2010),0.0018
478638,Grassland,Ocean (2010),0.297
478638,Grassland,Grassland (2010),32.7204
478638,Grassland,Shrubland (2010),0.2205
478638,Grassland,Wetland (2010),15.8121
478638,Grassland,Water (2010),0.1332
478638,Grassland,Artificial land (2010),0.0225
478638,Grassland,Bare land (2010),0.9207
478638,Shrubland,Cultivated land (2010),1.0197
478638,Shrubland,Forest (2010),0.288
478638,Shrubland,Ocean (2010),0.0855
478638,Shrubland,Grassland (2010),0.0126
478638,Shrubland,Shrubland (2010),29.0907
478638,Shrubland,Wetland (2010),0.1413
478638,Shrubland,Artificial land (2010),0.8415
478638,Shrubland,Bare land (2010),0.0801
478638,Wetland,No data (2010),0.0027
478638,Wetland,Cultivated land (2010),6.6195
478638,Wetland,Forest (2010),2.745
478638,Wetland,Ocean (2010),48.9888
478638,Wetland,Grassland (2010),5.4261
478638,Wetland,Shrubland (2010),0.3969
478638,Wetland,Wetland (2010),484.7544
478638,Wetland,Water (2010),0.3834
478638,Wetland,Artificial land (2010),0.4824
