wdpaid,year,class,pixels,path_2000_tif,path_2010_tif
555547992,2000-2010,80-80,483,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,80-255,5,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,20-20,47449,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,20-80,10,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,20-255,4450,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,60-20,13,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555547992,2000-2010,255-20,4076,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N53_05_2000LC030\N53_05_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N53_05_2010LC030\N53_05_2010LC030.tif
555556045,2000,0,59,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,100,2986344,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,10,271,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,50,234567,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,20,368623,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,90,614422,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,60,1817,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2000,30,1147576,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,-1
555556045,2010,0,6,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,100,3011325,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,10,271,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,50,230440,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,20,428385,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,90,788119,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,60,1884,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2010,30,893249,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-60,870,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,10-10,271,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,50-50,228595,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,50-30,5389,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-50,13,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-90,555598,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-90,7751,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-20,112,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-30,18187,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-20,48467,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,100-100,2969579,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-60,382,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,100-20,4937,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,50-60,363,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-20,335692,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,100-60,40,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,0-20,4,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,50-20,214,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-90,213392,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-50,626,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-100,90,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-100,1029,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-100,35561,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-90,77,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-50,847,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-30,309,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,50-0,6,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,100-90,11298,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,60-50,359,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,0-90,3,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-30,849103,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-20,38959,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-100,5066,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,90-60,23,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,100-30,490,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,30-60,206,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,0-30,52,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000-2010,20-30,19719,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N44_40_2000LC030\N44_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N44_40_2010LC030\N44_40_2010LC030.tif
555556045,2000,0,110,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,100,122298,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,10,2778,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,80,727,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,50,610438,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,20,1686,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,90,89292,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,60,16770,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2000,30,521711,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,-1
555556045,2010,0,19,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,100,123018,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,10,2782,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,80,736,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,50,654916,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,20,794,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,90,89322,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,60,16412,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2010,30,477811,-1,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-60,11076,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,10-10,2690,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,10-30,86,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,50-50,604818,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,50-30,1030,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,20-50,735,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-90,86249,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-80,40,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,100-100,120740,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-30,592,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,80-30,40,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-20,348,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-60,316,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,20-60,182,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-50,128,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,50-60,4556,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,20-20,420,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,0-60,1,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,100-60,160,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,50-20,16,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-90,1628,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-0,1,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-100,4,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-100,2191,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-100,83,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-90,74,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-50,43760,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-80,9,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-30,231,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,50-0,18,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,100-90,1371,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-50,5375,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,60-20,10,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,10-60,2,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-10,4,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-30,475447,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,30-10,88,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,80-80,687,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,0-50,100,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,90-60,119,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,100-30,27,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,0-30,9,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
555556045,2000-2010,20-30,349,D:\Yichuan\NGCC\GLC_v1\Globecover_2000_pub\N45_40_2000LC030\N45_40_2000LC030.tif,D:\Yichuan\NGCC\GLC_v1\Globecover_2010_pub\N45_40_2010LC030\N45_40_2010LC030.tif
